Dataset,FileName,Model,EmbK,TotEpoch,LearnRate,Epsilon,Alpha,Epoch,Top-K,Coverage,Coverage[%],Precision,Recall,MAR,nDCG,Novelty,ARP,APLT,ACLT,P_Pop,P_Tail,RSP,PC_Pop,PC_Tail,REO
yelp,bprmf_emb64_ep2000_lr0.005_XX_XX_XXep_575_best0_top100_rec.tsv,bprmf,64.0,2000.0,0.005,0.0,0.0,575.0,50.0,1818.0,7.05,0.0016045488180083342,0.08022744090041671,0.007292997686151092,0.022916750982403755,6.384636822035205,398.4966008490075,0.012104996689644442,0.6052498344822215,0.009550336482253887,2.9335308883257228e-05,0.9938755085721417,0.13625385750704413,0.002722749037649047,0.9608171604510513
yelp,bprmf_emb64_ep2000_lr0.005_XX_XX_XXep_1250_best0_top100_rec.tsv,bprmf,64.0,2000.0,0.005,0.0,0.0,1250.0,50.0,2624.0,10.18,0.0016606301359193053,0.08303150679596526,0.008194273672133235,0.024226214736700058,6.550483325460576,368.28074852981337,0.015339798263036995,0.766989913151848,0.009519064491429254,3.7174543024700333e-05,0.9922198381830609,0.1408828659600161,0.0030044127311989483,0.9582393557161301
yelp,bprmf_emb64_ep2000_lr0.005_XX_XX_XXep_325_best0_top100_rec.tsv,bprmf,64.0,2000.0,0.005,0.0,0.0,325.0,50.0,1456.0,5.65,0.0015632667367683141,0.0781633368384157,0.005210873668053245,0.021264197304844856,6.2607893988818715,423.92680842777844,0.009286131557424948,0.46430657787124663,0.009577587465830662,2.2504057171751667e-05,0.9953116994524833,0.13310076479270092,0.002159421650549244,0.9680701068461819
yelp,bprmf_emb64_ep2000_lr0.005_XX_XX_XXep_800_best0_top100_rec.tsv,bprmf,64.0,2000.0,0.005,0.0,0.0,800.0,50.0,2072.0,8.04,0.0016271371266113643,0.08135685633056822,0.007706823041558407,0.02346133254468441,6.453937876503185,385.34554348249344,0.013200140203294781,0.6600070101647388,0.009539749335829751,3.198928509391675e-05,0.9933158882913938,0.13819938279887295,0.002722749037649047,0.961358106038197
yelp,bprmf_emb64_ep2000_lr0.005_XX_XX_XXep_100_best0_top100_rec.tsv,bprmf,64.0,2000.0,0.005,0.0,0.0,100.0,50.0,924.0,3.58,0.0014729135023561944,0.07364567511780971,0.003235756661974678,0.018383515998721123,6.069341372119482,466.965995248664,0.0011177318222533763,0.05588659111266892,0.009656554325396744,2.70871682951381e-06,0.9994391462748923,0.12672749228498592,0.00018777579569993427,0.9970409266191591
yelp,bprmf_emb64_ep2000_lr0.005_XX_XX_XXep_1450_best0_top100_rec.tsv,bprmf,64.0,2000.0,0.005,0.0,0.0,1450.0,50.0,2849.0,11.05,0.0016863340732951669,0.08431670366475834,0.008185124603514603,0.024494748562574387,6.584299472179656,362.61784086926036,0.016437278498267077,0.8218639249133466,0.00950845475507676,3.9834182057999954e-05,0.9916562679826165,0.14296256540990204,0.003192188526898883,0.9563176914754451
yelp,bprmf_emb64_ep2000_lr0.005_XX_XX_XXep_625_best0_top100_rec.tsv,bprmf,64.0,2000.0,0.005,0.0,0.0,625.0,50.0,1875.0,7.27,0.0016100011683607897,0.08050005841803949,0.007375385667242191,0.02304208278656006,6.40469272312988,394.5352447715864,0.01237060404252835,0.6185302021264166,0.009547768760397108,2.9978983056681763e-05,0.9937398678980304,0.13685764121830135,0.002534973241949113,0.9636282990778969
yelp,bprmf_emb64_ep2000_lr0.005_XX_XX_XXep_1325_best0_top100_rec.tsv,bprmf,64.0,2000.0,0.005,0.0,0.0,1325.0,50.0,2715.0,10.53,0.0016699770222378004,0.08349885111189002,0.008313767926456323,0.024414172396063805,6.563920480044755,365.9780503952953,0.015751061261050824,0.7875530630525372,0.009515088664038112,3.8171199809357676e-05,0.9920087592395954,0.1415537367503019,0.003192188526898883,0.9558925265663187
yelp,bprmf_emb64_ep2000_lr0.005_XX_XX_XXep_75_best0_top100_rec.tsv,bprmf,64.0,2000.0,0.005,0.0,0.0,75.0,50.0,823.0,3.19,0.0014682400591969468,0.07341200295984733,0.003056360735412027,0.018178658559918404,6.0397378752609425,473.45260505510083,0.00023055652918954693,0.011527826459477353,0.00966513096819695,5.587318338230577e-07,0.9998843886259203,0.1264591439688716,0.0,1.0
yelp,bprmf_emb64_ep2000_lr0.005_XX_XX_XXep_225_best0_top100_rec.tsv,bprmf,64.0,2000.0,0.005,0.0,0.0,225.0,50.0,1276.0,4.95,0.0015352260778128287,0.07676130389064142,0.004081890964120196,0.019923541694879532,6.192309743179095,439.6118619776416,0.00663161584297232,0.33158079214861547,0.009603249624446206,1.6071090652599708e-05,0.9966585809687427,0.13142358781698646,0.0011266547741996056,0.9830003362924885
yelp,bprmf_emb64_ep2000_lr0.005_XX_XX_XXep_475_best0_top100_rec.tsv,bprmf,64.0,2000.0,0.005,0.0,0.0,475.0,50.0,1685.0,6.54,0.0015905284885305918,0.07952642442652957,0.006898938646222208,0.02245446667075157,6.342250387422916,406.77107761810106,0.01109631187444017,0.5548155937220081,0.009560087801328748,2.689085711028135e-05,0.9943901289304298,0.1351133771635583,0.00262886113979908,0.9618292664301069
yelp,bprmf_emb64_ep2000_lr0.005_XX_XX_XXep_1125_best0_top100_rec.tsv,bprmf,64.0,2000.0,0.005,0.0,0.0,1125.0,50.0,2461.0,9.55,0.0016497254352143941,0.08248627176071971,0.008087544841254388,0.024010993540287018,6.526996378841166,372.28735444171735,0.014736145188300845,0.7368072594150407,0.00952490022292193,3.57116471760082e-05,0.9925294222459337,0.139943646853616,0.0030044127311989483,0.9579649735725675
yelp,bprmf_emb64_ep2000_lr0.005_XX_XX_XXep_650_best0_top100_rec.tsv,bprmf,64.0,2000.0,0.005,0.0,0.0,650.0,50.0,1892.0,7.34,0.0016022120964287105,0.08011060482143553,0.007434128251396624,0.023008426651358604,6.412959691366803,392.8464454570246,0.012427464267632532,0.6213732133816255,0.00954721907214038,3.011677840759083e-05,0.9937108233693469,0.13618677042801555,0.002534973241949113,0.963452402271123
yelp,bprmf_emb64_ep2000_lr0.005_XX_XX_XXep_350_best0_top100_rec.tsv,bprmf,64.0,2000.0,0.005,0.0,0.0,350.0,50.0,1491.0,5.78,0.001562487829575106,0.0781243914787553,0.005400083207070006,0.021363727748394012,6.277164883153618,420.29279900299986,0.00970518362737081,0.48525918136853996,0.009573536338678326,2.3519590031876008e-05,0.9950985822721914,0.13303367771367236,0.002159421650549244,0.9680542622263347
yelp,bprmf_emb64_ep2000_lr0.005_XX_XX_XXep_825_best0_top100_rec.tsv,bprmf,64.0,2000.0,0.005,0.0,0.0,825.0,50.0,2104.0,8.16,0.001631031662577404,0.08155158312887019,0.00775414474444735,0.023538272827863693,6.4607195022174215,384.06508704288007,0.01330840830315069,0.665420415157534,0.00953870266914913,3.225166254290799e-05,0.9932605127085156,0.13846773111498725,0.002816636935499014,0.9601281164453732
yelp,bprmf_emb64_ep2000_lr0.005_XX_XX_XXep_1275_best0_top100_rec.tsv,bprmf,64.0,2000.0,0.005,0.0,0.0,1275.0,50.0,2644.0,10.26,0.0016676403006581765,0.08338201503290883,0.0081948454889219,0.02430185303092003,6.555114027484079,367.47144837792825,0.015488569536939747,0.7744284768469837,0.009517626265990413,3.753507606611994e-05,0.9921434971692397,0.14141956259224472,0.0030983006290489154,0.9571222468975391
